entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;imagen_1;imagen_2;imagen_3;imagen_4;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;compromiso;destacada;ba_elige;link_interno;pliego_descarga;expediente-numero;estudio_ambiental_descarga;financiamiento;;;;;;;;;;;;;;;;;;;
Barrio Pirelli;Barrio Pirelli: Reparaci�n De Espacios Comunes En Ch 108 Viviendas - B° Pirelli;Finalizada;Hidr�ulica E Infraestructura;Corporaci�n Buenos Aires Sur;Reparaciones En Accesos, Tratamiento De Filtraciones, Reparaci�n De Marquesina Y Cielorrasos. Puesta En Valor De Luminarias Y Pasillos;$380.268,00;8;Villa Lugano;Suarez, Jose Leon 3701;-34,67644449;-58,4951649;2016-01-15;2016-04-13;3;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Reparaci%C3%B3ndeespacioscomunesenCH108viv.B%C2%BAPirelli_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Reparaci%C3%B3ndeespacioscomunesenCH108viv.B%C2%BAPirelli_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Reparaci%C3%B3ndeespacioscomunesenCH108viv.B%C2%BAPirelli_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Reparaci%C3%B3ndeespacioscomunesenCH108viv.B%C2%BAPirelli_foto4.jpg;Opra S.R.L;2016;Contrataci�n Directa;28-CBAS-2015;30709194522;vecinos;;;;;http://www.buenosaires.gob.ar/baobras/barrio-pirelli;;;;;;;;;;;;;;;;;;;;;;;
Barrio Los Piletones;Barrio Los Piletones: Demolici�n De Viviendas Para Apertura Y Liberaci�n De Espacios, Manzana N� 9 Del Barrio Los Piletones;Finalizada;Hidr�ulica E Infraestructura;Corporaci�n Buenos Aires Sur;Demolici�n De Las Viviendas De Manzana 9, 1012/2, 2415/4 Y 23/4 Para La Apertura De La Calle Que Dividir� La Manzana 9 De La Manzana 1;$495.696,00;8;Villa Soldati;Lacarra Av. 2850;-34,66085879;-58,45483502;2015-11-24;2016-01-22;2;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Demolici%C3%B3ndeviviendasparaaperturayliberaci%C3%B3nMz9_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Demolici%C3%B3ndeviviendasparaaperturayliberaci%C3%B3nMz9_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Demolici%C3%B3ndeviviendasparaaperturayliberaci%C3%B3nMz9_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Demolici%C3%B3ndeviviendasparaaperturayliberaci%C3%B3nMz9_foto4.jpg;LA UNION LTDA;2016;Contrataci�n Directa;29-CBAS-2015;30711170053;vecinos;;;;;http://www.buenosaires.gob.ar/baobras/barrio-los-piletones;;;;;;;;;;;;;;;;;;;;;;;
Barrio Los Piletones;Barrio Los Piletones: Demolici�n De Viviendas Para Apertura Y Liberaci�n De Espacios En La Manzana N� 10 Del Barrio Los Piletones;Finalizada;Hidr�ulica E Infraestructura;Corporaci�n Buenos Aires Sur;La Demolici�n De Las Viviendas De Manzana 10, 1710/4 - 2103/5 - 2210/6.-.2412/6.-.2212/6-.-1813/7.-.1810/7.-.1006/8.-.1005/9, Con El Prop�sito De Recuperar El Borde Original Del Lago Regulador;$375.121,00;8;Villa Soldati;Lacarra Av. 2700;-34,65946976;-58,45646849;2015-11-24;2016-01-22;2;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Demolici%C3%B3ndeviviendasparaaperturayliberaci%C3%B3nMz10_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Demolici%C3%B3ndeviviendasparaaperturayliberaci%C3%B3nMz10_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Demolici%C3%B3ndeviviendasparaaperturayliberaci%C3%B3nMz10_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Demolici%C3%B3ndeviviendasparaaperturayliberaci%C3%B3nMz10_foto4.jpg;LA UNION LTDA;2016;Contrataci�n Directa;30-CBAS-2015;30711170053;vecinos;;;;;http://www.buenosaires.gob.ar/baobras/barrio-los-piletones;;;;;;;;;;;;;;;;;;;;;;;
Barrio Fraga;Barrio Fraga: Vivienda;Finalizada;Vivienda;Instituto de la Vivienda;Barrio Fraga, Etapa 2. 678 Viviendas, 70 Locales Comerciales y Obras Exteriores. Tipolog��a Pb + 2 / 4 / 8 Pisos. Prolong. Av. Triunvirato, Av. Elcano, Guevara, Prolong. C�spedes, Prolong. Teodoro Garc��a y V��as Ffcc Urquiza. Barrio Chacarita, Comuna 15.;$207.594.687,00;15;Chacarita;Fraga Y Garcia, Teodoro;-34,58384621;-58,45458627;2018-03-01;2019-09-30;16;100;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25243.jpg;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25243-2.jpg;;;Conorvial S.A;2017;Licitaci�n P�blica;37--IVC-2017;33504596309;2688;70;SI;;;https://www.buenosaires.gob.ar/baobras/barrio-fraga;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=133786;16116111--IVC-2017;;;;;;;;;;;;;;;;;;;;;
Barrio Los Piletones;Barrio Los Piletones: Demolici�n De Vivienda Para Materializaci�n De Ochava En La Manzana 5a - Casa 1732/1- Barrio Los Piletones;Finalizada;Hidr�ulica E Infraestructura;Corporaci�n Buenos Aires Sur;La Demolici�n De Una Vivienda De Manzana 5a, Correspondiente A La Unidad Funcional N� 2 De La Casa 1732/1, Lote 9 De Manzana 5 A;$244.427,00;8;Villa Soldati;Nuestra Sra. De Caacup� 3849;-34,65613375;-58,45066707;2016-06-27;2016-08-25;2;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Demolici%C3%B3ndeviviendaparamaterializaci%C3%B3ndeochavaMz5A_foto1.JPG;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Demolici%C3%B3ndeviviendaparamaterializaci%C3%B3ndeochavaMz5A_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Demolici%C3%B3ndeviviendaparamaterializaci%C3%B3ndeochavaMz5A_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Demolici%C3%B3ndeviviendaparamaterializaci%C3%B3ndeochavaMz5A_foto4.jpg;INDO AMERICANO LTDA;2016;Contrataci�n Directa;32-CBAS-2015;30710960573;vecinos;;;;;http://www.buenosaires.gob.ar/baobras/barrio-los-piletones;;;;;;;;;;;;;;;;;;;;;;;
Barrio Fraga;Barrio Fraga: Vivienda;Finalizada;Vivienda;Instituto de la Vivienda;Barrio Fraga, Etapa 2. 678 Viviendas, 70 Locales Comerciales y Obras Exteriores. Tipolog��a Pb + 2 / 4 / 8 Pisos. Prolong. Av. Triunvirato, Av. Elcano, Guevara, Prolong. C�spedes, Prolong. Teodoro Garc��a Y V��as Ffcc Urquiza. Barrio Chacarita, Comuna 15.;$289.841.637,00;15;Chacarita;Fraga Y Garcia, Teodoro;-34,58384621;-58,45458627;2018-03-01;2019-07-30;16;100;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25244.jpg;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25244-2.jpg;;;Criba S.A.;2017;Licitaci�n P�blica;37--IVC-2017;30505454436;2688;110;SI;;;https://www.buenosaires.gob.ar/baobras/barrio-fraga;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=133786;16116111--IVC-2017;;;;;;;;;;;;;;;;;;;;;
Buenos Aires Playa 2016;Buenos Aires Playa 2016: Parque Indoamericano Obra Civil;Finalizada;Espacio P�blico;Corporaci�n Buenos Aires Sur;Ejecucion De Playa Seca Para Programa Bs As Playa 2016;$601.511,00;8;Villa Soldati;Escalada Av. Y Casta�ares Av.;-34,66498561;-58,46938912;2016-12-14;2016-02-01;1;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/BsAsPlaya2016-ParqueIndoamericanoObraCivil_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/BsAsPlaya2016-ParqueIndoamericanoInst.Electrica_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/BsAsPlaya2016-ParqueIndoamericanoInst.Electrica_foto3.jpg;;El Progreso Ltda Hubac;2016;Contrataci�n Directa;36-CBAS-2015;30710270550;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/buenos-aires-playa-2016;;;;;;;;;;;;;;;;;;;;;;;
Buenos Aires Playa 2016;Buenos Aires Playa 2016:Parque Indoamericano Mantenimiento;Finalizada;Espacio P�blico;Corporaci�n Buenos Aires Sur;Ejecucion De Playa Seca Para Programa Bs As Playa 2016;$313.912,00;8;Villa Soldati;Escalada Av. Y Casta�ares Av.;-34,66498561;-58,46938912;2016-04-01;2016-02-26;2;100;;;;;EL PRESENTE LTDA;2016;Contrataci�n Directa;37-CBAS-2015;30714459631;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/buenos-aires-playa-2016;;;;;;;;;;;;;;;;;;;;;;;
Buenos Aires Playa 2016;Buenos Aires Playa 2016: Parque Indoamericano - Instalaci�n El�ctrica;Finalizada;Espacio P�blico;Corporaci�n Buenos Aires Sur;Ejecucion De Playa Seca Para Programa Bs As Playa 2016;$56.103,00;8;Villa Soldati;Escalada Av. Y Casta�ares Av.;-34,67843781;-58,45262018;2015-12-14;2015-12-24;1;100;;;;;Martinez Cesar Javier;2016;Contrataci�n Directa;38-CBAS-2015;20273633325;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/buenos-aires-playa-2016;;;;;;;;;;;;;;;;;;;;;;;
Barrio Los Piletones;Barrio Los Piletones: Demolici�n De Viviendas Para La Liberaci�n De Espacios Manzana N� 10;Finalizada;Hidr�ulica E Infraestructura;Corporaci�n Buenos Aires Sur;En Respuesta A Amparos Judiciales Por Estar Dentro De Los Limites Del Lago;$472.003,00;8;Villa Soldati;Lacarra Av. 2700;-34,65946976;-58,45646849;2016-05-16;2016-06-14;1;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur3/Demoliciondeviviendasparaliberacionespacioenmz10_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur3/Demoliciondeviviendasparaliberacionespacioenmz10_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur3/Demoliciondeviviendasparaliberacionespacioenmz10_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur3/Demoliciondeviviendasparaliberacionespacioenmz10_foto4.jpg;LOS PILETONES LTDA;2016;Contrataci�n Directa;08-CBAS-2016;30710477910;vecinos;;;;;http://www.buenosaires.gob.ar/baobras/barrio-los-piletones;;;;;;;;;;;;;;;;;;;;;;;
Barrio Los Piletones;Barrio Los Piletones: Mejoramiento Del Sector Liberado Sobre El Lago Soldati Manzana N° 9;Finalizada;Hidr�ulica E Infraestructura;Corporaci�n Buenos Aires Sur;Mejoramiento Del Sector Ya Demolido Con El Prop�sito De Recuperar El Borde Original Del Lago Regulador.;$470.875,00;8;Villa Soldati;Lacarra Av. 2700;-34,65946976;-58,45646849;2016-07-20;2016-08-18;1;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/MejoramientosectorliberadosobrelagoSoldatiMz9_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/MejoramientosectorliberadosobrelagoSoldatiMz9_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/MejoramientosectorliberadosobrelagoSoldatiMz9_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/MejoramientosectorliberadosobrelagoSoldatiMz9_foto4.jpg;LA UNION LTDA;2016;Contrataci�n Directa;09-CBAS-2016;30711170053;vecinos;;;;;http://www.buenosaires.gob.ar/baobras/barrio-los-piletones;;;;;;;;;;;;;;;;;;;;;;;
Plazas y Parques de Comuna 14;Rafael del Riego y Nu�ez: Patio de Juegos.;Finalizada;Espacio P�blico;Subsecretar��a de Gesti�n Comunal;Se cambiaron los pisos por unos anti golpes y colocaron juegos nuevos m�s seguros.;$1.458.602,00;14;Palermo;O'higgins Y Arcos;-34,56781309;-58,44610716;2017-06-19;2017-11-08;5;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna14_patiodejuegoriegoynu%C3%B1ez_foto1.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna14_patiodejuegoriegoynu%C3%B1ez_foto2.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna14_patiodejuegoriegoynu%C3%B1ez_foto3.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna14_patiodejuegoriegoynu%C3%B1ez_foto4.JPG;Vap Construcciones S.R.L.;2017;;;30714522384;5000;;;;;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-14;;;;;;;;;;;;;;;;;;;;;;;
Barrio Ramon Carrillo;Barrio Ramon Carrillo: Cerco En Parroquia B° Ramon Carrillo;Finalizada;Espacio P�blico;Corporaci�n Buenos Aires Sur;Corrimiento De La Reja En El Sector De La Parroquia Y Su Completamiento Hasta La Delimitaci�n Del Predio De La Escuela Parroquial.;$622.514,00;10;Floresta;Acosta, Mariano Av. Y Bacle, Cesar H.;-34,63648727;-58,4791998;2016-07-13;2016-10-09;1;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/CercoenParroquiaB%C2%BARam%C3%B3nCarrillo_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/CercoenParroquiaB%C2%BARam%C3%B3nCarrillo_foto2.jpg;;;SOL YEWEN LTDA;2016;Contrataci�n Directa;11-CBAS-2016;30709272981;vecinos;;;;;http://www.buenosaires.gob.ar/baobras/barrio-ramon-carrillo;;;;;;;;;;;;;;;;;;;;;;;
Barrio 20;Barrio 20: Sector consolidado - Red peatonal y alumbrado;Rescisi�n;Espacio P�blico;Instituto de la Vivienda;Realizaci�n de la ejecuci�n de veredas y dotaci�n del alumbrado p�blico.;$59.922.292,00;8;Villa Lugano;Sector Consolidado' Villa 20;-34,67659987;-58,4481547;2017-12-16;2022-10-31;7;74,27;https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_hidraulicaeinfraestructura.png;https://cdn2.buenosaires.gob.ar/baobras/desarrollohumanoyhabitat/Red%20Peatonal%20y%20alumbrado-Sector%20consolidado.Antes.png;;;Urban Baires S.A.;2017;Licitaci�n P�blica Nacional;LPN 699/17;30711290075;33350;10;SI;;;https://www.buenosaires.gob.ar/baobras/barrio-20;https://documentosboletinoficial.buenosaires.gob.ar/publico/ck_PE-RES-MHYDHGC-MHYDHGC-1273-17-5241.pdf;;;;;;;;;;;;;;;;;;;;;;
Barrio 26 De Junio;Barrio 26 De Junio: Conexiones El�ctricas En Complejo Habitacional 33 Viviendas;Finalizada;Hidr�ulica E Infraestructura;Corporaci�n Buenos Aires Sur;Adecuaci�n De Las Instalaciones El�ctricas De Los Edificios Del Predio Ubicado En La Av. Portela Y Calle Sin Nombre Oficial A Efectos De Posibilitar La Instalaci�n De Los Medidores Del Servicio El�ctrico De La Distribuidora Edesur S. A.;$372.173,00;8;Villa Soldati;Portela Y Riestra Av.;-34,65599463;-58,45069775;2016-08-08;2016-06-09;1;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/ConexionesElectricasenCH33viv_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/ConexionesElectricasenCH33viv_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/ConexionesElectricasenCH33viv_foto3.jpg;;Martinez Cesar Javier;2016;Contrataci�n Directa;16-CBAS-2016;20273633325;vecinos;;;;;http://www.buenosaires.gob.ar/baobras/barrio-26-de-junio;;;;;;;;;;;;;;;;;;;;;;;
Barrio 26 De Junio;Barrio 26 De Junio: Mejoras De Tendido Cloacal En El Complejo Habitacional 33 Viviendas-Riestra Y Portela;Finalizada;Hidr�ulica E Infraestructura;Corporaci�n Buenos Aires Sur;Tendido Cloacal Del Barrio;$1.115.236,00;8;Villa Soldati;Portela Y Riestra Av.;-34,65599463;-58,45069775;2016-07-26;2016-08-09;1,5;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur4/Mejorastendidocloacalen33viviendas_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur4/Mejorastendidocloacalen33viviendas_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur4/Mejorastendidocloacalen33viviendas_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur4/Mejorastendidocloacalen33viviendas_foto4.jpg;SOL YEWEN LTDA;2016;Contrataci�n Directa;17-CBAS-2016;30709272981;vecinos;;;;;http://www.buenosaires.gob.ar/baobras/barrio-26-de-junio;;;;;;;;;;;;;;;;;;;;;;;
Terminal Dellepiane;Terminal Dellepiane: Muro Divisorio Estaci�n Terminal Sur-Campo De Deportes Jorge Newery La Quemita-Club Hurac�n;Finalizada;Espacio P�blico;Corporaci�n Buenos Aires Sur;Construcci�n Del Muro Divisorio (Con Una Extensi�n 404 Ml Y Una Altura De 3.00m) De La Nueva “Estacion Terminal Sur” Del Campo De Deporte J. Newbery, Conocido Como “La Quemita” Del Club Hurac�n.;$2.736.856,00;7;Flores;Lacarra;-34,67659987;-58,4481547;2016-05-08;2016-03-10;2;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/MurodivisorioETerminalSur-LaQuemitaClubHurac%C3%A1n_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/MurodivisorioETerminalSur-LaQuemitaClubHurac%C3%A1n_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/MurodivisorioETerminalSur-LaQuemitaClubHurac%C3%A1n_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/MurodivisorioETerminalSur-LaQuemitaClubHurac%C3%A1n_foto4.jpg;Cylp S.A;2016;Contrataci�n Directa;18-CBAS-2016;30567789000;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/terminal-dellepiane;;;;;;;;;;;;;;;;;;;;;;;
Parque Roca;Parque Roca: Remodelaci�n Del Sector Confiter��a Y Sanitarios Sector Tenis (C) Parque Roca;Finalizada;Espacio P�blico;Corporaci�n Buenos Aires Sur;La Adecuaci�n Del Sal�n Y Los Sanitarios De La Confiter��a Del Parque Roca Sector C;$1.747.859,00;8;Villa Soldati;Roca, Cnel. Av. 4490;-34,67659628;-58,44815456;2016-06-09;2016-05-12;3;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/P.RocaRemodelaci%C3%B3ndelsectorconfiteriaysanitariossectorTenis-AccesoC_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/P.RocaRemodelaci%C3%B3ndelsectorconfiteriaysanitariossectorTenis-AccesoC_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/P.RocaRemodelaci%C3%B3ndelsectorconfiteriaysanitariossectorTenis-AccesoC_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/P.RocaRemodelaci%C3%B3ndelsectorconfiteriaysanitariossectorTenis-AccesoC_foto4.jpg;Building Co S.R.L;2016;Contrataci�n Directa;19-CBAS-2016;30708969881;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/parque-roca;;;;;;;;;;;;;;;;;;;;;;;
Barrio 59 Viviendas;Barrio 59 Viviendas: Reconstrucci�n De Las Unidades Funcionales 29, 30,49 Y 50 Del Complejo Habitacional N�stor Kirchner Sito En La Av. Escalada N� 4551;Finalizada;Vivienda;Corporaci�n Buenos Aires Sur;El Objeto De La Presente Contrataci�n Est� Referido A La Reconstrucci�n De Las Unidades Funcionales 29-30-49 Y 50 Del Complejo Habitacional Sito En Av. Escalada 4551 De La Caba Afectadas Por Incendio;$1.760.971,00;8;Villa Lugano;Escalada Av. 4551;-34,6784342;-58,45262009;2016-06-09;2016-05-12;3;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Reconstrucci%C3%B3nUF29%2C30%2C49y50delCHNKirchner_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Reconstrucci%C3%B3nUF29%2C30%2C49y50delCHNKirchner_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Reconstrucci%C3%B3nUF29%2C30%2C49y50delCHNKirchner_foto3.jpg;;El Progreso Ltda Hubac;2016;Contrataci�n Directa;21-CBAS-2016;30710270550;vecinos;;;;;http://www.buenosaires.gob.ar/baobras/barrio-59-viviendas;;;;;;;;;;;;;;;;;;;;;;;
Parque Patricios;Parque Patricios: Puesta En Valor De Plazoleta Pringles Y Calle Corrales Viejos;Finalizada;Espacio P�blico;Corporaci�n Buenos Aires Sur;Puesta En Valor De La Plazoleta Pringles Y La Calle Corrales Viejos.;$6.357.735,00;4;Parque Patricios;Monteagudo Y Caseros Av.;-34,63711738;-58,40561079;2015-08-04;2015-04-09;5;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/PlazoletaPringlesycalleCorralesViejos_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/PlazoletaPringlesycalleCorralesViejos_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/PlazoletaPringlesycalleCorralesViejos_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/PlazoletaPringlesycalleCorralesViejos_foto4.jpg;Construcciones Ingevial S.A.;2016;Licitaci�n P�blica;05-CBAS-2014;30650833380;vecinos;;;;;http://www.buenosaires.gob.ar/baobras/parque-patricios;;;;;;;;;;;;;;;;;;;;;;;
Distrito De Las Artes;Distrito De Las Artes: Puesta En Valor Calle Necochea Entre Brandsen Y Av. Pedro De Mendoza;Finalizada;Espacio P�blico;Corporaci�n Buenos Aires Sur;La Propuesta De Intervenci�n Consiste Reconstruir Veredas, Realizar Rampas Y Barandas.;$10.834.430,00;4;La Boca;Brandsen Y Don Pedro De Mendoza Av.;-34,63210351;-58,35350252;2015-05-06;2016-02-29;10;100;cdn2.buenosaires.gob.arr/baobras/corporacionsur/PuestaenvalorcalleNecocheaentreBrandsenyP.deMendoza_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/PuestaenvalorcalleNecocheaentreBrandsenyP.deMendoza_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/PuestaenvalorcalleNecocheaentreBrandsenyP.deMendoza_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/PuestaenvalorcalleNecocheaentreBrandsenyP.deMendoza_foto4.jpg;Bosquimano S.A;2016;Licitaci�n P�blica;07-CBAS-2014;30711470022;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/distrito-de-las-artes;;;;;;;;;;;;;;;;;;;;;;;
Barrio Los Piletones;Barrio Los Piletones: Instalaci�n De Ca�er��a Para La Provisi�n Del Servicio De Agua Potable Al B° Los Piletones;Finalizada;Hidr�ulica E Infraestructura;Corporaci�n Buenos Aires Sur;El Barrio A Dotar De Servicio Se Encuentra Emplazado En Las Calles , De La Ciudad Aut�noma De Buenos Aires.;$2.186.776,00;8;Villa Soldati;Barros Pazos, Jose Y Lacarra Av.;-34,66362299;-58,45160937;2016-01-22;2016-03-21;2;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur5/Instalacionca%C3%B1eriapara%20aguapotable_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur5/Instalacionca%C3%B1eriapara%20aguapotable_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur5/Instalacionca%C3%B1eriapara%20aguapotable_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur5/Instalacionca%C3%B1eriapara%20aguapotable_foto4.jpg;Kopar S.A;2016;Licitaci�n P�blica;04-CBAS-2014;30707504990;vecinos;;;;;http://www.buenosaires.gob.ar/baobras/barrio-los-piletones;;;;;;;;;;;;;;;;;;;;;;;
Distrito De Las Artes;Distrito De Las Artes: Puesta En Valor Calle Pedro De Mendoza Entre Brasil Y Arist�bulo Del Valle;Finalizada;Espacio P�blico;Corporaci�n Buenos Aires Sur;La Intervenci�n Consiste En Mejorar Veredas, Realizar Rampas De Accesibilidad, Incorporar Verde Al Recorrido Y Mejorar Las Condiciones De Iluminaci�n;$13.912.013,00;4;La Boca;Don Pedro De Mendoza Av. Y Blanes, Juan Manuel;-34,62702013;-58,35847316;2016-04-05;2017-01-26;10;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/PuestaenvalorcallePedrodeMendoza_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/PuestaenvalorcallePedrodeMendoza_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/PuestaenvalorcallePedrodeMendoza_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/PuestaenvalorcallePedrodeMendoza_foto4.jpg;Bosquimano S.A;2016;Licitaci�n P�blica;05-CBAS-2015;30711470022;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/distrito-de-las-artes;;;;;;;;;;;;;;;;;;;;;;;
Parque Roca;Parque Roca: Puesta En Valor Ba�os Y Sala De M�dicos - Parque Roca - Sector C;Finalizada;Espacio P�blico;Corporaci�n Buenos Aires Sur;Se Trata De Mejorar Las Condiciones De Los Ba�os Y Sala De M�dicos A Fin De Cumplir Con Normas De Habilitacion Para El Programa De Col�nias De Verano;$1.349.397,00;8;Villa Soldati;Roca, Cnel. Av. 4490;-34,67659628;-58,44815456;2016-01-12;2016-12-31;11,5;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur2/Puestaenvalorba%C3%B1osysaladem%C3%A9dicosPRocaSectorC_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur2/Puestaenvalorba%C3%B1osysaladem%C3%A9dicosPRocaSectorC_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur2/Puestaenvalorba%C3%B1osysaladem%C3%A9dicosPRocaSectorC_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur2/Puestaenvalorba%C3%B1osysaladem%C3%A9dicosPRocaSectorC_foto4.jpg;Jorge Canelles Ltda;2016;Contrataci�n Directa;40-CBAS-2016;30708832959;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/parque-roca;;;;;;;;;;;;;;;;;;;;;;;
Parque Roca;Parque Roca: Puesta En Valor De Dos Canchas De Tenis De Piso Cemento - Parque Roca Sector C;Finalizada;Espacio P�blico;Corporaci�n Buenos Aires Sur;Se Trata De Mejorar Los Cercos, Pisos Y Demarcacion E Iluminacion De Dos Canchas De Tenis A Fin De Cumplir Con Las Normas De Habilitacion Para El Programa De Col�nias De Verano;$1.011.801,00;8;Villa Soldati;Roca, Cnel. Av. 4490;-34,67659628;-58,44815456;2016-01-12;2016-12-31;11,5;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur2/Puestaenvalordoscanchasdetenisdepisocemento-PRocaSectorC_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur2/PuestaenvalordoscanchasdetenisdepisocementoPRocaSectorC_foto2.jpg;;;Jorge Canelles Ltda;2016;Contrataci�n Directa;39-CBAS-2016;30708832959;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/parque-roca;;;;;;;;;;;;;;;;;;;;;;;
